x,left,right
10,0.328125,0.3132793065800139
11,0.3392648360609448,0.3341645936853482
12,0.3132793065800139,0.3341645936853482
13,0.3451675317871019,0.32338509066324017
14,0.32883376589355096,0.32338509066324017
15,0.3132793065800139,0.29017164609862245
16,0.2975090739260495,0.29017164609862245
17,0.2976543065800139,0.29017164609862245
18,0.3140586131600278,0.30725605840517567
19,0.29774039278339715,0.27419354838709675
20,0.3181818181818182,0.2975090739260495
21,0.3132793065800139,0.3132793065800139
22,0.3196247975501235,0.328125
23,0.33455433864259954,0.3442906962246562
24,0.33455433864259954,0.32796489996607275
25,0.32883376589355096,0.32338509066324017
26,0.33455433864259954,0.34375
27,0.3347079096117352,0.33853358711505954
28,0.3451675317871019,0.3395141229213047
29,0.3194781470273543,0.3394413067288268
30,0.30303030303030304,0.296875
31,0.304401955412109,0.33853358711505954
32,0.328125,0.3062922931041015
33,0.3140586131600278,0.328125
34,0.34901192916591456,0.328125
35,0.3196247975501235,0.328125
36,0.3347079096117352,0.34024575223077663
37,0.3194781470273543,0.3392648360609448
38,0.3240563530633214,0.32338509066324017
39,0.32472313850582274,0.3440104580768907
40,0.33892817832493316,0.3339791012515797
41,0.33455433864259954,0.35623524993954825
42,0.31377384796182123,0.3440104580768907
43,0.314420807094108,0.34462275839778883
44,0.328629536098359,0.3463415858105372
45,0.3334088615790555,0.3618538963176782
46,0.3430805738534929,0.3747610703803311
47,0.33892817832493316,0.3790850342375677
48,0.31903940365665545,0.3273916204778994
49,0.30441702293629125,0.30960941226920163
50,0.2801051254850209,0.3003708783105471
51,0.3196247975501235,0.2993355473569827
52,0.3028912664076913,0.3232169673918494
53,0.3196247975501235,0.3224129401095805
54,0.3045416854885118,0.29017164609862245
55,0.304401955412109,0.3387096774193548
56,0.32874382630377075,0.3232169673918494
57,0.2975951181259156,0.296875
58,0.3286733200357956,0.296875
59,0.30718513736536446,0.29774039278339715
60,0.3393376143973284,0.281977741937055
61,0.3224129401095805,0.2726021397669222
62,0.30581582049033396,0.265625
63,0.30075604533097594,0.27356644148693054
64,0.3062922931041015,0.29673014758835153
65,0.3016786185682056,0.27222777180850655
66,0.30581582049033396,0.2654953952106303
67,0.3224129401095805,0.2975090739260495
68,0.3387096774193548,0.2975090739260495
69,0.31234752377721214,0.3134470086591258
70,0.3125,0.3024753020094517
71,0.3233895676208201,0.32826379125630933
72,0.3347079096117352,0.29721642983914115
73,0.3235294117647059,0.3281740563112418
74,0.3333333333333333,0.3281740563112418
75,0.31879117423028475,0.29621449344152795
76,0.33765162622095446,0.31730233410369246
77,0.32363704339483973,0.31163341383007154
78,0.3243029660565926,0.32156119626855223
79,0.3387005140059033,0.3304790025319842
80,0.3387558788642678,0.35915879948231655
81,0.36809956560779605,0.34295493678976313
82,0.34832495636884503,0.33853358711505954
83,0.36489680541794833,0.36055767059793326
84,0.34964186089821925,0.3180358297280759
85,0.3180358297280759,0.32338509066324017
86,0.3233895676208201,0.3395141229213047
87,0.3036466109099002,0.3062922931041015
88,0.3175990671099243,0.3062922931041015
89,0.3134470086591258,0.30581582049033396
90,0.3126692197175142,0.31275513827477264
91,0.32796489996607275,0.2975951181259156
92,0.32874382630377075,0.3167947192294812
93,0.344999116294379,0.32188135437523807
94,0.31312645011491014,0.3067072758304637
95,0.3028912664076913,0.2897202509908427
96,0.296875,0.30964730053936484
97,0.30955699442824836,0.3258473117707668
98,0.3180358297280759,0.3559959797327521
99,0.3036466109099002,0.3496998325703474
100,0.28774670308730677,0.3382404591270412
101,0.2855977389887699,0.3358757210636101
102,0.29411764705882354,0.3373548915085066
103,0.3180358297280759,0.3440104580768907
104,0.3180358297280759,0.3440104580768907
105,0.2878787878787879,0.2993355473569827
106,0.3392648360609448,0.3325950526188697
107,0.3286733200357956,0.30709632038637036
108,0.3081493670848114,0.29017164609862245
109,0.29017164609862245,0.29017164609862245
110,0.30581582049033396,0.29017164609862245
111,0.2993355473569827,0.2903225806451613
112,0.33480990017677464,0.30725605840517567
113,0.31056206560626687,0.26649039278339715
114,0.3268099351730462,0.2903225806451613
115,0.2934797551909081,0.2903225806451613
116,0.284088329691374,0.25
117,0.26633280908566315,0.25893398727134126
118,0.302799962448616,0.2740509990931434
119,0.2752083664615126,0.27419354838709675
120,0.30960941226920163,0.2740509990931434
121,0.2762792322870635,0.24951314462072213
122,0.2671113730486601,0.2575291119918602
123,0.2993355473569827,0.2745161368314812
124,0.2993355473569827,0.25710400670803396
125,0.30025658850363857,0.281977741937055
126,0.3219113899898252,0.2970746481787191
127,0.2962968592371075,0.28148007663992397
128,0.3219113899898252,0.2975951181259156
129,0.31189143077590264,0.3079891646476334
130,0.31189143077590264,0.3182442593724901
131,0.3028912664076913,0.33480990017677464
132,0.3028912664076913,0.3232169673918494
133,0.29673014758835153,0.31732168613526046
134,0.3442906962246562,0.3184210126543051
135,0.31234752377721214,0.3339791012515797
136,0.3442906962246562,0.3184210126543051
137,0.3028912664076913,0.29106449035988546
138,0.31189143077590264,0.30725605840517567
139,0.31189143077590264,0.3081493670848114
140,0.31189143077590264,0.31666666666666665
141,0.27362468149135144,0.26770429580497584
142,0.24243561640699005,0.25
143,0.24951314462072213,0.2596916480662604
144,0.2807022876983124,0.25
145,0.3180358297280759,0.3184210126543051
146,0.31189143077590264,0.3174979270186815
147,0.3134470086591258,0.30709632038637036
148,0.3294522463734936,0.3394413067288268
149,0.34358227615493336,0.3505613147360907
150,0.36346951968922964,0.3392648360609448
