x,a,b
1,0.24181251866176995,0.23961289935029
2,0.22669473270478502,0.22829379697726804
3,0.2511594886793179,0.24668647715389713
4,0.2571790233412723,0.24663973016371613
5,0.23341274867698616,0.24355334126628336
6,0.22567206491265432,0.23506328865908319
7,0.2361447908736828,0.250002498861424
8,0.23871746782890502,0.23763417357709302
9,0.24154696144380972,0.24768353923177489
10,0.254623116502564,0.2469998055914574
11,0.23101919503239182,0.24023715984866625
12,0.22269188896259967,0.22854071794561998
13,0.25246150422895114,0.25356836113861464
14,0.23580492621826288,0.22893389653153004
15,0.2499323727049564,0.2502000049445379
16,0.24743221599144544,0.23547866362254458
17,0.23578476347220628,0.23313661030368757
18,0.2334998181646486,0.22620289869847882
19,0.1750637875742291,0.1374297457079539
20,0.20759879459306305,0.1809797940689607
21,0.19663327352595328,0.18529019446255265
22,0.20145034161721073,0.19442434702834022
23,0.2456872907402672,0.23358038864211847
24,0.23799139834503302,0.22574538915970918
25,0.22209130319744613,0.21374787095119327
26,0.21459498889059386,0.20587095008362985
27,0.2295408628767277,0.22224339526123116
28,0.21040957255588388,0.1996968243512396
29,0.18489689064765644,0.19454297902645773
30,0.22035307150468905,0.2133275426241614
31,0.2128675619285459,0.21053465015192727
32,0.2254319848681101,0.21942604418423506
33,0.2207179863143957,0.21782260966570727
34,0.23729745916537826,0.23836193685037402
35,0.22042863875134308,0.22290954386635503
36,0.23522562858920695,0.23401741523140052
37,0.2062146296646091,0.2005691958113566
38,0.218166770359261,0.20252021616056634
39,0.16260643299388242,0.1794742408921018
40,0.16833649271623782,0.191640042923067
41,0.18980577556417352,0.2012891155814085
42,0.2138464305146918,0.21599262169103142
43,0.2081223970775619,0.21665349378388402
44,0.2074637287661379,0.20694244711139587
45,0.20802201576447685,0.21272735794852707
46,0.2072467661665584,0.2077918570107262
47,0.2300712657936319,0.23623046754501414
48,0.211913296647971,0.202481153531558
49,0.2189004222721823,0.22303710342685468
50,0.18893935143102591,0.1892793821478346
51,0.3088045589733688,0.3090532324492278
52,0.20295595450009143,0.20113845684464113
53,0.20900559627397416,0.21328188961519226
54,0.20143048493105437,0.2044651895510901
55,0.2200082668946344,0.22129390351148834
56,0.22890324854087032,0.2282305340734561
57,0.2238587700361458,0.21985266124564193
58,0.21849926938418515,0.2184535441028109
59,0.2111631643279311,0.20543417594322247
60,0.2038319145128768,0.20720192455585326
61,0.2400301402791377,0.23351071007674554
62,0.2289942436047473,0.22561477800775884
63,0.21367950374669833,0.21417200341094708
64,0.21143523000681516,0.21161994823125804
65,0.2204588330905535,0.21983920011852356
66,0.2387953039015753,0.21913634929404577
67,0.19765045052778105,0.205028121433463
68,0.2003837987981274,0.19295571997988095
69,0.22790115839669378,0.220133885915324
70,0.22686080363122188,0.2264822507204397
71,0.23532983971551283,0.22482686137689994
72,0.2202578385556215,0.22303952650114933
73,0.2137027457997658,0.2218038575963523
74,0.1894414289263321,0.19670961446814897
75,0.231025462099869,0.22981722119561074
76,0.21242697158031013,0.20518571014544176
77,0.21366670287038328,0.2202298774990809
78,0.1742472244667997,0.16661246982454547
79,0.17458143851974653,0.17977315171908664
80,0.18593344611765114,0.18469911983698103
81,0.24484181609600628,0.25420063025680745
82,0.15138348996404313,0.1674901274859682
83,0.17639102179120508,0.18827476880839997
84,0.18943627354314593,0.19978211164735768
85,0.18014800844212445,0.1855456550194472
86,0.18326047969078532,0.19247667321209017
87,0.1949719025465992,0.207370977543789
88,0.18683877101790852,0.18924819055630507
89,0.18852381612597333,0.190073387050934
90,0.22671147346794923,0.21320970803894518
91,0.20118602643645853,0.21100270921327843
92,0.2887725159185605,0.2823216551378742
93,0.2627916332952654,0.26743593990342907
94,0.2725866332060275,0.2729204117899154
95,0.20569557910754932,0.20202294332644619
96,0.21700472281376107,0.22078542066134826
97,0.22310133013590874,0.2178035097429788
98,0.22954284831465926,0.22552239060777382
99,0.22886241878346478,0.23434859829351598
100,0.2243269748288098,0.23242319925674698
101,0.23621928549592633,0.23221427871750136
102,0.22799947230177256,0.22999457162627862
103,0.22434843965818704,0.23118169640156774
104,0.21949161525952277,0.23496738082807547
105,0.21262381766708957,0.21229073257260483
106,0.21622553115692708,0.2216066500707483
107,0.22208208770532353,0.21871998922792377
108,0.23299693768767948,0.23052158673100945
109,0.19464393564999732,0.20716589338989894
110,0.2019844345799,0.19665125857071408
111,0.2374661532049929,0.22873476546734586
112,0.22002938440335576,0.21648708381603307
