x,a,b
1,0.2875604143358485,0.27724794824009774
2,0.2662205860175493,0.2740368810530673
3,0.2801550911783203,0.28129022355614414
4,0.27052782723471686,0.2749433496097803
5,0.24130411187648895,0.2467929725568687
6,0.24697867676837307,0.25412934088364425
7,0.2550139224313293,0.25568655903314585
8,0.24245506819146148,0.2587654461083326
9,0.27178275526757034,0.2715228599994814
10,0.2631287859679706,0.2559037942427888
11,0.2729233826046993,0.27411582193207873
12,0.2662484410481972,0.2639760996787776
13,0.24729634929359257,0.2578658858935006
14,0.1750670009991711,0.1983169586014329
15,0.32528444295106534,0.33072773156085966
16,0.27754489803522236,0.29821148996200053
17,0.25779492924823477,0.2619353952110962
18,0.31503188389050724,0.3161996890667336
19,0.333989984437048,0.3292205389487102
20,0.21565838020628078,0.23199804071529875
21,0.265367150336429,0.2564146447644708
22,0.28945832336958077,0.28455789461603315
23,0.2708748848511156,0.2674649958769875
24,0.2883375586322795,0.28686734369535555
25,0.28538237647453296,0.280030311133861
