x,a,b
1,0.22400775621065938,0.22877595478026286
2,0.21223450403098745,0.20587651600772286
3,0.20529540266773624,0.20716858561373142
4,0.21693035550702228,0.20728224772880502
5,0.2064458135715164,0.21469386159937776
6,0.18699332456918968,0.190023730133009
7,0.20256947654508234,0.20489462492132876
8,0.1742397127233899,0.18249132712324534
9,0.1664838633706801,0.16095353570333537
10,0.20721222890105265,0.19557870746947179
11,0.20359319435538553,0.19001599677523245
12,0.1660375040032388,0.16267170851830723
13,0.13063897623994672,0.14856603357557158
14,0.18694246875709716,0.20587900538196205
15,0.21021638832950212,0.22496366011021668
16,0.21146210711683674,0.22529339112415045
17,0.2209253238942518,0.21052911851516035
18,0.22903236975461885,0.22875257663691226
19,0.21404159362749092,0.2192084034944237
20,0.20026354831875137,0.20707191574301032
21,0.24836463264184797,0.24978851469594998
22,0.2023723324531796,0.1936015550141242
23,0.1919565239999482,0.18857138122699182
24,0.20565432932991543,0.20826895965773753
25,0.23144687210250112,0.23695671121513626
26,0.20562481764155996,0.21197713661229
27,0.21786497830893134,0.21357978752187445
28,0.1902902716412713,0.1767520245241212
29,0.14330164717281288,0.1490569423729826
30,0.1916916641505014,0.19323389654691314
31,0.21598024421211318,0.20426233275287295
32,0.21083303603614667,0.21566605308299377
33,0.16942823642325164,0.18822812139839423
34,0.15323744309654502,0.1743331037462591
35,0.19633605947227298,0.21473151083210532
36,0.22113094915801046,0.2273867378650594
37,0.19856306125839154,0.2052433963643204
38,0.21503311152435897,0.20592470426544793
39,0.209655315988387,0.21373626464124762
40,0.20606136804453729,0.20008734296613404
41,0.21239364161678811,0.22374849628692148
42,0.228338311026298,0.2241827749893249
43,0.2244823649651265,0.22214675255826793
